name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Location,Color,Drivetrain
Maruti Wagon,2014,210000,70000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2009,290000,100000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Fiat 500,2008,250999,110000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault Triber,2019,600000,10300,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Fiat Grande,2014,270000,120000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata New,2012,550000,142000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra TUV,2017,800000,25000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Altroz,2020,500000,5000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2016,396000,28643,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2014,600000,50000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2019,575000,30000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2020,520000,5000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2018,1400000,30000,Diesel,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Baleno,2018,600000,7600,Petrol,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2013,195000,47253,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2015,281000,4432,Petrol,Dealer,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2010,75000,110000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2014,400000,25000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2009,93000,70000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2016,560000,68523,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2019,400000,5000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Tigor,2018,459999,40000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Xcent,2017,450000,43000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2010,88000,80251,CNG,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2010,250000,34500,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Ikon,2000,22000,42743,Petrol,Dealer,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2013,130000,93900,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Zen,2004,79000,80000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2012,120000,110000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
BMW 7,2011,1700000,100000,Diesel,Individual,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Optra,2012,300000,25000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti A-Star,2009,145000,25000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Endeavour,2019,3200000,20000,Diesel,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Spark,2013,240000,10000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda WR-V,2018,700000,30000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Accent,2010,145000,110000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2014,535000,80000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra KUV,2016,420000,21000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2016,350000,20000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,550000,32000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mitsubishi Montero,2007,750000,180000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2012,198000,70000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2013,420000,50000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Endeavour,2004,195000,120000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2012,150000,55766,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Nissan Micra,2011,275000,40000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti 800,2001,65000,60000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2008,200000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2010,250000,110000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2013,182000,100000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Zen,2001,85000,86000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2013,400000,50000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Baleno,2017,650000,20000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i10,2010,400000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Manza,2012,295000,80000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Omni,2006,60000,135000,LPG,Individual,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Zen,2003,110000,120000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Fiat Linea,2015,550000,113600,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2008,190000,70000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Aspire,2018,861999,20000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Aspire,2018,782000,14000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Freestyle,2018,836000,26000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2016,696000,138925,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Jazz,2016,596000,121764,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Jazz,2016,612000,105429,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2015,114999,35000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Bolt,2017,340000,60000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2020,550000,5000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Aveo,2008,114999,70000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2000,105000,80000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Vitara,2019,890000,20000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Nexon,2019,715000,8000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2014,525000,54000,Petrol,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2014,475000,23122,Petrol,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Cruze,2012,349000,44500,Diesel,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2017,825000,13599,Petrol,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2014,550000,100000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2006,95000,110000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2014,725000,90000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Tigor,2019,670000,17000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2008,65000,140000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2015,500000,50000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra KUV,2017,600000,53000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2017,350000,70000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2012,200000,70000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2012,150000,80000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Zen,2003,75000,110000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Amaze,2013,350000,90000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2018,1700000,15000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
BMW X1,2011,890000,86000,Diesel,Individual,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2014,500000,120000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Elite,2019,600000,5200,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2010,99000,60000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i10,2011,235000,46000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2006,75000,40000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2014,600000,90000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2019,1000000,25000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2012,390000,90000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2015,600000,70000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2017,600000,70000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Elite,2019,730000,35000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2017,450000,12700,Petrol,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ritz,2011,250000,80000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2018,1400000,20000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault KWID,2018,300000,20000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford EcoSport,2017,800000,19000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Fiat Grande,2009,125000,95000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2012,295000,90000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Ecosport,2013,650000,45839,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Aveo,2010,200000,74510,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Aveo,2009,130000,87293,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Figo,2012,250000,156040,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Endeavour,2004,400000,93415,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Aspire,2017,430000,101159,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2015,170000,80000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Tiago,2019,450000,12000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2013,350000,90000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Spark,2011,130000,68519,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2012,180000,55130,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Ecosport,2014,475000,65239,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volkswagen Polo,2015,470000,58182,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Fiesta,2012,200000,91245,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2013,650000,102989,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2010,400000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Zen,2000,100000,120000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2014,409999,90000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2018,640000,25000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2007,160000,80000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Baleno,2018,750000,70000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Jeep,2002,150000,50000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2008,80000,100000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2016,240000,90000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Esteem,2005,60000,60000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2007,70000,120000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volkswagen Jetta,2008,285000,90000,Diesel,Individual,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,350000,60000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2015,699000,30000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Figo,2011,275000,108000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2012,350000,160000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2006,135000,90000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2010,325000,120000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2012,650000,102000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2009,300000,178000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2014,1200000,200000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Fiesta,2012,450000,60000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Tiago,2019,425000,3000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2006,150000,75118,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ritz,2013,290000,140000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Xcent,2014,335000,60000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Optra,2006,120000,79000,Petrol,Dealer,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Ikon,2005,20000,25000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2012,220000,70000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Ikon,2005,61000,4637,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2016,620000,70000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2014,425000,100000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2009,85000,120000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,270000,40000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2009,180000,220000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra KUV,2017,450000,30000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata New,2012,450000,42655,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault KWID,2017,250000,43000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2012,725000,70000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2010,250000,55000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Fiat Punto,2010,99000,80000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault KWID,2017,350000,55000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Xcent,2018,511000,70000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ritz,2012,300000,80000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi Q5,2010,1100000,110000,Petrol,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i10,2010,125000,60000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Tiago,2018,500000,30000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault Duster,2013,385000,80000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Skoda Rapid,2012,350000,90000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti 800,2003,60000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2012,300000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2012,400000,70000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Ecosport,2014,550000,110000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Nissan Sunny,2012,300000,80000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2012,250000,156000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2012,800000,180000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Eeco,2018,300000,25000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2004,80000,120000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2020,1200000,11000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault KWID,2017,355000,40000,Petrol,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2015,520000,50000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2012,500000,26000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2008,114999,30000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Fortuner,2014,1800000,50000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra TUV,2018,800000,20000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2008,105000,30000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2011,135000,78000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2011,170000,40000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2014,550000,100000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2009,250000,70000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Elantra,2014,650000,30000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2008,210000,77000,Petrol,Individual,Automatic,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volkswagen Vento,2011,260000,150000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2016,750000,69000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2016,1350000,120000,Diesel,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ritz,2012,220000,120000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Getz,2008,110000,110000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2017,1230000,70000,Diesel,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Quanto,2013,220000,110000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2009,130000,50000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2012,330000,44000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2010,254999,90000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2014,600000,50000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i10,2012,210000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Enjoy,2014,300000,146000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Tiago,2018,426000,15000,Petrol,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2015,265000,60000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Xcent,2016,450000,35000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2012,480000,80000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Nano,2010,40000,90000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2011,395000,70000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2013,229999,62000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
